date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
3/9/2022,19429316,68378,49672.857,162628,123,111.429,284857.618,1002.505,728.265,2384.326,1.803,1.634,1.22,266,3.9,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/10/2022,19513717,84401,55204,162770,142,104,286095.04,1237.422,809.358,2386.408,2.082,1.525,1.24,253,3.709,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/11/2022,19586575,72858,59211.429,162884,114,104.571,287163.228,1068.188,868.112,2388.079,1.671,1.533,1.25,254,3.724,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/12/2022,19586575,0,59211.429,162884,0,104.571,287163.228,0,868.112,2388.079,0,1.533,1.25,252,3.695,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/13/2022,19586575,0,59211.429,162884,0,104.571,287163.228,0,868.112,2388.079,0,1.533,1.27,257,3.768,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/14/2022,19757389,170814,65551.143,163020,136,104,289667.57,2504.343,961.06,2390.073,1.994,1.525,1.29,280,4.105,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/15/2022,19877446,120057,73786.857,163242,222,105.286,291427.753,1760.183,1081.806,2393.328,3.255,1.544,1.29,281,4.12,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/16/2022,19971022,93576,77386.571,163395,153,109.571,292799.692,1371.939,1134.582,2395.571,2.243,1.606,1.27,281,4.12,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/17/2022,20061837,90815,78302.857,163533,138,109,294131.152,1331.459,1148.016,2397.594,2.023,1.598,1.25,292,4.281,23.15,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/18/2022,20154286,92449,81101.571,163658,125,110.571,295486.568,1355.416,1189.049,2399.427,1.833,1.621,1.24,287,4.208,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/19/2022,20154286,0,81101.571,163658,0,110.571,295486.568,0,1189.049,2399.427,0,1.621,1.22,277,4.061,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/20/2022,20154286,0,81101.571,163658,0,110.571,295486.568,0,1189.049,2399.427,0,1.621,1.21,280,4.105,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/21/2022,20380278,225992,88984.143,163826,168,115.143,298799.888,3313.32,1304.617,2401.89,2.463,1.688,1.2,299,4.384,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/22/2022,20475376,95098,85418.571,164076,250,119.143,300194.141,1394.253,1252.341,2405.556,3.665,1.747,1.17,316,4.633,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/23/2022,20578046,102670,86717.714,164272,196,125.286,301699.409,1505.268,1271.388,2408.429,2.874,1.837,1.15,302,4.428,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/24/2022,20679094,101048,88179.571,164431,159,128.286,303180.897,1481.488,1292.821,2410.76,2.331,1.881,1.12,330,4.838,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/25/2022,20756767,77673,86068.714,164603,172,135,304319.678,1138.782,1261.873,2413.282,2.522,1.979,1.1,333,4.882,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/26/2022,20756767,0,86068.714,164603,0,135,304319.678,0,1261.873,2413.282,0,1.979,1.07,345,5.058,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/27/2022,20756767,0,86068.714,164603,0,135,304319.678,0,1261.873,2413.282,0,1.979,1.05,344,5.043,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/28/2022,20971446,214679,84452.571,164821,218,142.143,307467.136,3147.458,1238.178,2416.478,3.196,2.084,1.03,363,5.322,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/29/2022,21052726,81280,82478.571,165125,304,149.857,308658.801,1191.665,1209.237,2420.935,4.457,2.197,1,365,5.351,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/30/2022,21141374,88648,80475.429,165338,213,152.286,309958.489,1299.688,1179.869,2424.058,3.123,2.233,0.97,359,5.263,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
3/31/2022,21216038,74664,76706.286,165530,192,157,311053.155,1094.666,1124.608,2426.873,2.815,2.302,0.95,356,5.219,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/1/2022,21285727,69689,75565.714,165721,191,159.714,312074.881,1021.726,1107.886,2429.673,2.8,2.342,0.92,352,5.161,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/2/2022,21285727,0,75565.714,165721,0,159.714,312074.881,0,1107.886,2429.673,0,2.342,0.9,350,5.131,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/3/2022,21285727,0,75565.714,165721,0,159.714,312074.881,0,1107.886,2429.673,0,2.342,0.87,342,5.014,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/4/2022,21428717,142990,65324.429,165931,210,158.571,314171.29,2096.409,957.736,2432.752,3.079,2.325,0.84,351,5.146,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/5/2022,21479718,51001,60998.857,166304,373,168.429,314919.027,747.737,894.318,2438.221,5.469,2.469,0.81,364,5.337,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/6/2022,21531180,51462,55686.571,169251,0,0,315673.523,754.496,816.433,2481.427,0,0,0.8,361,5.293,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/7/2022,21578364,47184,51760.857,169569,318,156,316365.299,691.775,758.878,2486.09,4.662,2.287,0.79,357,5.234,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/8/2022,21619833,41469,47729.429,169916,347,178.286,316973.285,607.986,699.772,2491.177,5.087,2.614,0.78,355,5.205,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/9/2022,21619833,0,47729.429,169916,0,178.286,316973.285,0,699.772,2491.177,0,2.614,0.77,367,5.381,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/10/2022,21619833,0,47729.429,169916,0,178.286,316973.285,0,699.772,2491.177,0,2.614,0.76,372,5.454,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/11/2022,21711142,91309,40346.429,170264,348,198,318311.987,1338.702,591.528,2496.279,5.102,2.903,0.74,379,5.557,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/12/2022,21749699,38557,38568.714,170552,288,185.857,318877.28,565.293,565.465,2500.502,4.222,2.725,0.72,385,5.645,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/13/2022,21787105,37406,36560.714,171210,658,279.857,319425.698,548.418,536.025,2510.149,9.647,4.103,0.73,355,5.205,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/14/2022,21819851,32746,34498.143,171560,350,284.429,319905.795,480.097,505.785,2515.28,5.131,4.17,0.73,349,5.117,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/15/2022,21819851,0,28574,171560,0,234.857,319905.795,0,418.93,2515.28,0,3.443,0.73,320,4.692,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/16/2022,21819851,0,28574,171560,0,234.857,319905.795,0,418.93,2515.28,0,3.443,0.75,332,4.868,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/17/2022,21819851,0,28574,171560,0,234.857,319905.795,0,418.93,2515.28,0,3.443,0.76,328,4.809,20.37,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/18/2022,21819851,0,15529.857,171560,0,185.143,319905.795,0,227.687,2515.28,0,2.714,0.78,326,4.78,12.96,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/19/2022,21936272,116421,26653.286,172043,483,213,321612.669,1706.875,390.77,2522.362,7.081,3.123,0.84,336,4.926,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/20/2022,21963341,27069,25176.571,172551,508,191.571,322009.534,396.865,369.119,2529.809,7.448,2.809,0.82,349,5.117,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/21/2022,21982938,19597,23298.143,173198,647,234,322296.85,287.316,341.579,2539.295,9.486,3.431,0.81,338,4.955,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/22/2022,22006729,23791,26696.857,173518,320,279.714,322645.655,348.805,391.409,2543.987,4.692,4.101,0.79,325,4.765,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/23/2022,22006729,0,26696.857,173518,0,279.714,322645.655,0,391.409,2543.987,0,4.101,0.77,325,4.765,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/24/2022,22006729,0,26696.857,173518,0,279.714,322645.655,0,391.409,2543.987,0,4.101,0.75,324,4.75,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/25/2022,22051807,45078,33136.571,173859,341,328.429,323306.554,660.899,485.823,2548.986,4.999,4.815,0.73,320,4.692,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/26/2022,22068585,16778,18901.857,174311,452,324,323552.54,245.986,277.124,2555.613,6.627,4.75,0.7,326,4.78,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/27/2022,22086149,17564,17544,174615,304,294.857,323810.05,257.51,257.217,2560.07,4.457,4.323,0.7,310,4.545,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/28/2022,22100215,14066,16753.857,174863,248,237.857,324016.275,206.225,245.632,2563.706,3.636,3.487,0.71,302,4.428,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/29/2022,22112691,12476,15137.429,175081,218,223.286,324199.188,182.913,221.933,2566.902,3.196,3.274,0.71,305,4.472,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
4/30/2022,22112691,0,15137.429,175081,0,223.286,324199.188,0,221.933,2566.902,0,3.274,0.71,304,4.457,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/1/2022,22112691,0,15137.429,175081,0,223.286,324199.188,0,221.933,2566.902,0,3.274,0.71,293,4.296,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/2/2022,22112723,32,8702.286,175081,0,174.571,324199.658,0.469,127.586,2566.902,0,2.559,0.71,286,4.193,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/3/2022,22148241,35518,11379.429,175488,407,168.143,324720.395,520.737,166.836,2572.869,5.967,2.465,0.76,278,4.076,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/4/2022,22165165,16924,11288,175717,229,157.429,324968.522,248.127,165.496,2576.227,3.357,2.308,0.78,277,4.061,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/5/2022,22177625,12460,11058.571,176155,438,184.571,325151.201,182.679,162.132,2582.648,6.422,2.706,0.79,253,3.709,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/6/2022,22188899,11274,10886.857,176384,229,186.143,325316.491,165.291,159.615,2586.006,3.357,2.729,0.8,237,3.475,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/7/2022,22188899,0,10886.857,176384,0,186.143,325316.491,0,159.615,2586.006,0,2.729,0.8,226,3.313,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/8/2022,22188899,0,10886.857,176384,0,186.143,325316.491,0,159.615,2586.006,0,2.729,0.8,227,3.328,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/9/2022,22215152,26253,14632.714,176596,212,216.429,325701.392,384.901,214.534,2589.114,3.108,3.173,0.8,213,3.123,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/10/2022,22225565,10413,11046.286,176880,284,198.857,325854.06,152.667,161.952,2593.278,4.164,2.915,0.8,203,2.976,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/11/2022,22233895,8330,9818.571,177088,208,195.857,325976.188,122.128,143.952,2596.327,3.05,2.872,0.82,202,2.962,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/12/2022,22248695,14800,10152.857,177274,186,159.857,326193.174,216.986,148.853,2599.054,2.727,2.344,0.84,191,2.8,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/13/2022,22255282,6587,9483.286,177425,151,148.714,326289.747,96.574,139.037,2601.268,2.214,2.18,0.85,189,2.771,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/14/2022,22255282,0,9483.286,177425,0,148.714,326289.747,0,139.037,2601.268,0,2.18,0.86,197,2.888,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/15/2022,22255282,0,9483.286,177425,0,148.714,326289.747,0,139.037,2601.268,0,2.18,0.86,199,2.918,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/16/2022,22279102,23820,9135.714,177583,158,141,326638.978,349.23,133.941,2603.585,2.316,2.067,0.86,189,2.771,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/17/2022,22287698,8596,8876.143,177768,185,126.857,326765.006,126.028,130.135,2606.297,2.712,1.86,0.87,201,2.947,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/18/2022,22295739,8041,8834.857,177895,127,115.286,326882.897,117.891,129.53,2608.159,1.862,1.69,0.89,188,2.756,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/19/2022,22307938,12199,8463.286,178064,169,112.857,327061.749,178.852,124.082,2610.637,2.478,1.655,0.91,191,2.8,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/20/2022,22314480,6542,8456.857,178153,89,104,327157.663,95.914,123.988,2611.942,1.305,1.525,0.92,194,2.844,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/21/2022,22314480,0,8456.857,178153,0,104,327157.663,0,123.988,2611.942,0,1.525,0.93,184,2.698,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/22/2022,22314480,0,8456.857,178153,0,104,327157.663,0,123.988,2611.942,0,1.525,0.93,175,2.566,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/23/2022,22340447,25967,8763.571,178261,108,96.857,327538.371,380.708,128.485,2613.525,1.583,1.42,0.93,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/24/2022,22346889,6442,8455.857,178397,136,89.857,327632.818,94.448,123.973,2615.519,1.994,1.317,0.93,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/25/2022,22352993,6104,8179.143,178489,92,84.857,327722.311,89.492,119.916,2616.868,1.349,1.244,0.94,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/26/2022,22349058,0,0,178580,91,73.714,327664.619,0,0,2618.202,1.334,1.081,0.96,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/27/2022,22353886,4828,6191.571,178641,61,69.714,327735.403,70.784,90.776,2619.096,0.894,1.022,0.98,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/28/2022,22353886,0,6191.571,178641,0,69.714,327735.403,0,90.776,2619.096,0,1.022,1,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/29/2022,22353886,0,6191.571,178641,0,69.714,327735.403,0,90.776,2619.096,0,1.022,1.02,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/30/2022,22370976,17090,4923.429,178725,84,66.286,327985.963,250.56,72.184,2620.328,1.232,0.972,1.03,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
5/31/2022,22376777,5801,4831.857,178835,110,62.571,328071.013,85.05,70.841,2621.941,1.613,0.917,1.06,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
6/1/2022,22382207,5430,4735.571,178925,90,62.286,328150.624,79.61,69.429,2623.26,1.32,0.913,1.09,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
6/2/2022,22382336,129,4754,178925,0,49.286,328152.515,1.891,69.699,2623.26,0,0.723,1.14,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
6/3/2022,22382336,0,4064.286,178925,0,40.571,328152.515,0,59.587,2623.26,0,0.595,1.22,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
6/4/2022,22382336,0,4064.286,178925,0,40.571,328152.515,0,59.587,2623.26,0,0.595,1.32,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
6/5/2022,22382336,0,4064.286,178925,0,40.571,328152.515,0,59.587,2623.26,0,0.595,1.43,0,0,11.11,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,0,2.54,81.32,0.932
7/27/2020,4280915,59724,65505,148900,1116,1020.571,12858.88,179.397,196.762,447.261,3.352,3.066,1,14230,42.744,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
7/28/2020,4345745,64830,65024.429,150117,1217,1040,13053.614,194.734,195.318,450.917,3.656,3.124,0.99,14578,43.789,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
7/29/2020,4409874,64129,64536.429,151573,1456,1071.143,13246.243,192.629,193.853,455.29,4.373,3.217,0.98,14021,42.116,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
7/30/2020,4479115,69241,64730,152884,1311,1104,13454.227,207.984,194.434,459.228,3.938,3.316,0.96,14653,44.014,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
7/31/2020,4543691,64576,63219.857,154071,1187,1115.286,13648.198,193.971,189.898,462.794,3.565,3.35,0.95,14603,43.864,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/1/2020,4601269,57578,62273.857,155206,1135,1139.571,13821.149,172.951,187.056,466.203,3.409,3.423,0.93,14400,43.254,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/2/2020,4648378,47109,61026.714,155699,493,1130.714,13962.654,141.505,183.31,467.684,1.481,3.396,0.93,14053,42.212,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/3/2020,4690062,41684,58449.571,156267,568,1052.429,14087.863,125.209,175.569,469.39,1.706,3.161,0.93,14245,42.789,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/4/2020,4751719,61657,57996.286,157520,1253,1057.571,14273.067,185.203,174.207,473.154,3.764,3.177,0.94,14116,42.401,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/5/2020,4806067,54348,56599,158924,1404,1050.143,14436.315,163.249,170.01,477.371,4.217,3.154,0.94,14059,42.23,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/6/2020,4866246,60179,55304.429,160090,1166,1029.429,14617.079,180.764,166.122,480.873,3.502,3.092,0.95,13885,41.707,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/7/2020,4926833,60587,54734.571,161390,1300,1045.571,14799.069,181.989,164.41,484.778,3.905,3.141,0.96,13769,41.359,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/8/2020,4990766,63933,55642.429,162489,1099,1040.429,14991.109,192.04,167.137,488.079,3.301,3.125,0.97,13358,40.124,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/9/2020,5045033,54267,56665,163069,580,1052.857,15154.114,163.006,170.209,489.822,1.742,3.163,0.98,13163,39.539,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/10/2020,5096650,51617,58084,163611,542,1049.143,15309.16,155.046,174.471,491.45,1.628,3.151,0.97,13181,39.593,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/11/2020,5153605,56955,57412.286,164684,1073,1023.429,15480.239,171.08,172.453,494.673,3.223,3.074,0.95,13058,39.223,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/12/2020,5208849,55244,57540.286,166202,1518,1039.714,15646.179,165.94,172.838,499.232,4.56,3.123,0.94,12868,38.653,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/13/2020,5260505,51656,56322.714,167242,1040,1021.714,15801.342,155.163,169.18,502.356,3.124,3.069,0.92,12677,38.079,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/14/2020,5330630,70125,57685.286,168560,1318,1024.286,16011.981,210.639,173.273,506.315,3.959,3.077,0.92,12512,37.583,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/15/2020,5383024,52394,56036.857,169613,1053,1017.714,16169.361,157.379,168.322,509.478,3.163,3.057,0.9,12246,36.784,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/16/2020,5417686,34662,53236.143,170235,622,1023.714,16273.478,104.117,159.909,511.347,1.868,3.075,0.88,11991,36.018,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
8/17/2020,5455535,37849,51269.286,170706,471,1013.571,16387.167,113.69,154.001,512.761,1.415,3.045,0.87,11967,35.946,67.13,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0,2.77,78.86,0.926
